대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL)
,,,,지역사회보호사업_명절음식 나누기,명절음식 나누기에 대해 알려줘,"명절음식 나누기가 뭐에요?
명절음식 나누기 이용방법 알려줘","이용방법
대상 : 밑반찬 지원 대상가구
서비스내용 : 명절음식 나누기
이용절차 : 밑반찬 지원 대상가구 > 서비스제공
주요사업설명
지역사회보호사업
서비스명 내용 비고
명절음식 나누기 설, 추석 명절 음식 지원 ",https://www.brcn.go.kr/brwelfare/sub02_03_04.do
,,,,지역사회보호사업_행복나들이,행복나들이가 뭐에요?,"행복나들이에 대해 알려줘
행복나들이 이용방법 알려줘
","이용방법
대상 : 65세 이상 저소득 어르신
서비스내용 : 행복나들이
이용절차 : 대상자 의뢰(읍·면·동사무소) >선정 > 서비스제공
주요사업설명
지역사회보호사업
서비스명 내용 비고
행복나들이 지역 명소ㆍ 유적지 등 나들이(연 1회) ",https://www.brcn.go.kr/kor/sub05_04_08_02.do
,,,,특화사업_사랑나눔 김치은행,사랑나눔 김치은행 이용방법 알려줘?,"사랑나눔 김치은행이 뭐에요?
사랑나눔 김치은행에 대해 알려줘","이용방법
대상 : 독거 어르신, 장애인 가정 및 저소득층
운영기간 : 연중(김장 지원 3~11월)
서비스내용 : 사랑나눔 김치은행(가구당 13㎏)
시설규모 : 저온창고(10㎡)
이용절차 : 대상자 의뢰(읍·면·동 사무소) 〉선정 > 서비스 제공
김치를 기부하시면 충남사회복지공동모금회를 통하여 기부금 영수증을 발급해 드립니다.",https://www.brcn.go.kr/kor/sub05_04_08_02.do
,,드림스타트센터,드림스타트 소개,드림스타트 사업안내,드림스타트에 대해 알려주세요,"드림스타트가 뭐에요?
드림스타트 대상자 선정방법은?","사업안내
사업목적 취약계층 아동에게 맞춤형 통합서비스를 제공하여 아동의 건강한 성장과 발달을 도모하고 공평한 출발 기회를
보장함으로써 건강하고 행복한 사회구성원으로 성장할 수 있도록 지원
법적근거 아동복지법 제37조, 아동복지법시행령 제37조
서비스 대상 0세(임산부 포함) ~ 만 12세(초등학생 이하)로 아동의 성장 및 복지여건이 취약한 가정
※ 국민기초수급 및 차상위계층 가정, 결손가정, 성폭력피해아동, 한부모가정, 조손가정 우선 지원을 원칙으로 함

대상자
선정방법 사업지역(시ㆍ군ㆍ구) 내 거주하는 해당 연령의 아동과 그 가족, 임산부를 대상으로 가정을 방문하여 '드림스타트
양육환경 및 아동발달 사정'을 통해 위기개입 / 집중사례관리 / 일반사례관리 아동을 선정
※ 수준별로 대상 아동에 대해 정기적으로 재사정을 실시하여 대상자 재선정",https://www.brcn.go.kr/kor/sub05_04_08_02.do
,,,,드림스타트 사업안내_서비스내용,드림스타트 서비스 내용은 뭐에요?,드림스타트 서비스내용 알려줘,"서비스 내용
서비스 구분 서비스 내용
신체/건강
-아동의 건강한 성장과 신체발달 증진
-건강한 생활을 위한 건강검진 및 예방, 치료
-아동 발달에 필요한 신체/건강 정보 제공
인지/언어
-아동의 의사소통 및 기초학습 능력 강화
-맞춤형 인지/언어 서비스를 통한 아동의 강점 개발
정서/행동
-자아존중감 및 긍정적 성격 형성을 위한 정서발달 서비스 제공
-올바른 사회 인식 및 이해를 도와 성숙한 사회시민으로 성장을 도모
부모의 양육
-부모자녀 상호작용 및 적합한 교육환경을 위한부모 역량 강화
-부모의 유능감 및 자존감 강화
-부모의 양육기술 지원
-임산부의 건강한 출산 및 양육 지원
",https://www.brcn.go.kr/kor/sub05_04_08_02.do
,,,,찾아오시는 길,드림스타트센터 주소 알려줘,드림스타트센터 가는길 알려줘,"주소
(우)33438 충청남도 보령시 천변북길 121(보령시종합사회복지관 1층)

https://www.dreamstart.go.kr/bory/contents/sub01_02_02.asp",https://www.brcn.go.kr/kor/sub05_04_08_02.do
,,청소년지원센터,보령시청소년 교화연합회,이용방법,보령시청소년 교화연합회 이용방법 안내해주세요,"보령시 청소년 교화연합회 이용시간 알려줘
보령시 청소년 교화연합회 휴관일 알려줘",http://dongmuya.or.kr/img/cnt/intr/0401.jpg<이미지>,
,,,"청소년상담복지센터,꿈드림",이용안내,청소년 상담 복지센터 꿈드림 이용안내 해주세요,청소년 상담 복지센터 꿈드림이 뭐에요?,"http://dongmuya.or.kr/img/cnt/cent/020101.jpg
http://dongmuya.or.kr/img/cnt/cent/020101.jpg",
,,,,이용방법,청소년 상담 복지센터 꿈드림 이용방법은 뭐에요?,청소년 상담 복지센터 꿈드림 이용방법 알려줘,,
,,,청소년문화의집,이용안내,청소년 문화의 집 이용 시간 알고싶어요,"청소년 문화의집 이용시간은 언제에요?
청소년 문화의집 휴관일 알려주세요",,
,,,,프로그램안내,청소년 문화의 집 프로그램 안내 해주세요,청소년 문화의 집 프로그램 뭐가있어요?,http://dongmuya.or.kr/img/cnt/cult/030201.jpg,
,,,청소년자원봉사센터,이용안내,청소년 자원봉사센터에 대해 알려줘,청소년 자원봉사센터 설명해줘,http://dongmuya.or.kr/img/cnt/volu/040101.jpg,
,,,,프로그램안내,청소년 자원봉사센터 프로그램 안내해줘,청소년 자원봉사센터 주요활동내용은 뭐야?,http://dongmuya.or.kr/img/cnt/volu/040201.jpg,"https://www.dreamstart.go.kr/bory/contents/sub01_01_03.asp
"
,,,청소년 유해환경 감시단,감시단안내,청소년 유해환경 감시단은 뭐에요?,청소년 유해환경 감시단 설명해줘,http://dongmuya.or.kr/img/cnt/envi/0501.jpg,
,,,교육안내,고발창구,청소년 유해환경 신고하고 싶어요,청소년 유해환경 신고하려고 하는데,http://dongmuya.or.kr/cnt/envi/envi050401.html,
,,보령시자원봉사센터,센터소개,조직도,보령시자원봉사센터 업무담당자 알고싶어요,보령시 자원봉사센터 업무담당자 알려줘,http://nanumboryeong.co.kr/?page_id=13<표참고>,
,,,,찾아오시는 길,보령시 자원봉사 센터 주소 알려줘,"보령시 자원봉사센터 가는 길 알려줘
보령시 자원봉사센터 전화번호 알려줘","충남 보령시 보령북로 75 (구주소 :보령시 대천동 168-2)
041-933-1365
041-933-4365
bv1365@hanmail.net",
,,,정보센터,할인가맹점,보령시 자원봉사센터 할인 가맹점 알려주세요,보령시 자원봉사센터 가맹점은 어디야?,http://nanumboryeong.co.kr/?page_id=23<표참고>,
,,,,우수봉사자증발급,우수봉사자증 발급에 대해 알려주세요,"우수봉사자증이 뭐에요?
우수봉사자증 발급대상은?
우수봉사자증 발급방법은?
우수봉사자증 이용방법은?","우수 자원봉사자증이란?

보령시자원봉사센터에서는 1365포털 시스템에 등록된 봉사자로 봉사활동 실적이 우수한 자원봉사자들에게  ‘충청남도 우수자원봉사자자증’ 발급하고 할인가맹점 이용 시 사용할 수 있습니다.

발급대상 및 방법은
사)보령시자원봉사센터 소속 봉사자로 누적 봉사 시간이 100시간 이상인 자원봉사자(1365자원봉사포털 기준)

소속기관 단체에서 대상자 취합 신청 및 개인 신청(사진 지참 직접 방문)

이용방법은  충남 할인가맹점 이용 시 일정율 할인 적용됩니다.",
,,,,수요처,수요처를 알고싶어요,수요처는 어디인가요?,http://nanumboryeong.co.kr/?page_id=27 ,
,,,,자원봉사자 상해보험 안내,자원봉사자 상해보험에 대해 설명해줘,"자원봉사자 상해보험이 뭐에요?

자원봉사자 상해보험 가입방법은?

자원봉사자 상해보험 적용대상은?","자원봉사자 상해보험 안내
가입목적
자원봉사활동 중 발생할 수 있는 각종 손해 및 사고로부터 자원봉사자를 보호하기 위함

가입방법
지자체 및 센터를 통해 보령시 소속 봉사자 일괄 가입

보험적용대상
1365자원봉사포털(1365.go.kr) 가입자 중 보령시 소속 봉사자

1365자원봉사 포털 가입 후 봉사활동 실적 1회 이상 등록된 경우

1365자원봉사 포털에서 보험 가입을 위한정보제공 및 활용 동의한 봉사자

* 1365포털 로그인 후 회원정보관리에서 소속 센터 및 동의 여부 확인 가능

적용내용
자원봉사 상해보험은 자원봉사 활동을 하는 동안 발생할 수 있는 상해에 대한 보험을 뜻하며

이는 아래의 경우에 해당합니다.

 – 정규활동 : 실제 자원봉사 활동
 – 특별활동 : 자원봉사 활성화 및 자원봉사 준비를 위한 전반적인 활동(연수 및 워크숍 교육 등)
 – 자원봉사활동 시작 전 또는 종료 후 활동장소에 있는 동안
 – 자원봉사활동을 위한 활동 장소와 피보험자(보험대상자)의 주소지와 통상적인 경로 통행 중

",
,,대천가족성통합상담센터,"일반
(센터소개)",센터에서 하는 일,    ,"센터에서 가정폭력 상담도 할수 있나요?
센터에서 성폭력 상담도 할수 있나요?
센터에서 가족상담도 할수 있나요?
센터에서 심리검사를 하나요?",http://www.dfcc.or.kr/design/default/images/work_img.gif,
,,,,함께하는 사람들,센터에서 근무하는 분은?,센터에서 근무하는 분의 이력을 알고싶어요,"센터장 이혁의
학력
호서대학교 대학원 상담학 전공 박사 (Ph.D)
국제문화대학원 대학교 사회복지학 석사(MSW)
호서대학교 대학원 실천신학(목회상담)석사(Th.M)
명지대학교 사회교육대학원 상담심리학과 석사(Ed.M)
서울신학대학 신학과 학사(MA)
자격
중등학교 2급 정교사(국민윤리)
사회교육전문요원 1급
평생교육사 2급
가정폭력 상담원
전문상담사 1급
에니어그램 전문강사 한국에니어그램교육연구소
적극적 부모역할훈련(A.P.T)
성폭력 상담원
상담 전문가
사회복지사 2급
성희롱예방교육전문강사
가정폭력예방교육전문강사
성폭력,성매매예방교육전문강사
폭력예방통합교육전문강사
실장 박점옥
학력
평택대학교 대학원 상담학석사(중독상담전공)
자격
가정폭력상담원
성폭력상담원
사회복지사 2급
2급 전문상담사(한국상담학회)
정신보건상담사 2급(한국정신건강상담사협의회)
건강가정사
가족상담사 1급
부모코치사 2급
미술치료사 1급
놀이심리상담사 1급
노인복지 전문 지도사
약물중독 심리상담사
에니어그램 일반강사(한국에니어그램교육연구소)
팀장 박연옥
학력
순천향대학교대학원 교육학석사(상담교육전공)
자격
가정폭력상담원
성폭력상담원
사회복지사 2급
미술심리상담사 1급
놀이심리상담사 1급
부부심리상담사 1급
에니어그램 일반강사(한국에니어그램교육연구소)
상담원 박경아
학력
백석문화대학교 사회복지학 복지전문학사
서울사이버대학교 상담심리학 상담심리학사
자격
가정폭력상담원
성폭력상담원
사회복지사 2급
미술치료사 1급
웃음치료사 1급
레크레이션 치료사 2급
복지레크레이션 1급
마약중독예방교육 강사
에니어그램 일반강사(한국에니어그램교육연구소)
상담원 이영주
학력
국가평생교육진흥원 사회복지 행정학사
자격
가정폭력상담원
성폭력상담원
사회복지사 2급
상담원 윤혜경
학력
군장대학교 사회복지학 전문학사
자격
가정폭력상담원
성폭력상담원
사회복지사 2급
평생교육사 2급
심리상담사 1급
음악심리상담사 1급
상담원 장예은
학력
광주여자대학교 상담심리학과 학사
자격
가정폭력상담원
성폭력상담원",
,,,,찾아오시는 길,대천가족 성통합상담센터 찾아가는 길 알려주세요,대천가족 성통합상담센터 주소 알려줘," 주소 : (33465) 충남 보령시 대천로 35
 문의전화 : (041) 936-7941
 Fax : (041) 936-7931
 E-mail : dfcc@hanmail.net",
,,,상담안내,상담안내,상담은 어떤 종류가 있나요?,상담받고 싶은데 어떤 상담이 가능한가요?,"1.면접상담
전화예약 후에 방문하시면 약속된 시가넹 전문상담원과 상담이 가능합니다.
편안한 분위기의 상담실에서 일대일로 대면상담을 합니다.
가정폭력, 성폭력 관련상담은 무료입니다.
상담시 심리검사를 받으실 수 있습니다.

2. 전화상담
상담전용전화 : 평일(041-933-1366)
                     토요일, 공휴일, 야간(국번없이 1366)
평일 : 오전 9시부터 오후 6시까지
전화상담실에서 전문상담원이 상담

3. 사이버 상담
온라인 상담실의 코너에 상담내용을 올리시면 빠른시간내에 상담원이 답변글을 올립니다.
상담글을 올리실 때는 구체적으로 작성하시면 적절한 도움을 받으실 수 있습니다.

4. 상담시간
평일(월~금) : 오전9시 ~ 오후6시
토, 휴일, 야간 : 24시간 (국번 1366 휴대전화 사용시 지역번호와 1366)

상담센터의 상담내용을 철저하게 비밀이 보장되어 비공개입니다.",
