대분류,중분류,소분류,질문명,대표질문,유사표현,답변,답변 출처 (URL),비고
복지/보건,보건소,검진,건강검진,보령시보건소 건강검진에 대해 알려주세요,"보령시보건소 일반 건강검진에 대해 알려주세요
보령시보건소 국가 암검진에 대해 알려주세요
보령시보건소 의료급여수급자 건강검진에 대해 알려주세요
보령시보건소 의료급여 생애전환기 건강검진에 대해 알려주세요
보건소 받고 싶어
보건소 어떻게 할 수 있어?
보건소 건강검진 어떻게 할 수 있어?
보건소 건강검진 알려줘
보건소 건강검진 받고 싶어
보건소 알려줘","[일반건강검진]
<IMAGE>
일반건강검진
165-1.png
담당부서 : 보건행정과 진료팀 설미향 041-930-5941

[국가 암 검진]
-기간 : 연중
-대상 : 만 40세 이상 의료급여 수급자 및 건강보험 하위 50% 홀수년도 출생자                                                                           ※ 자궁경부암: 만 20세 이상 홀수년도 출생자
-검진 항목 : 6대암 (위, 대장, 간, 유방, 자궁경부암, 폐암)
-검진 비용 : 무료
-검진 기관 : 관내 보령아산병원 등 17개 기관, 타 지역 암 검진 기관
※ 국가 무료 암 검진 대상자 (공단으로부터 '21년도 대상자로 통보받은 자)가 암 검진 후 암 진단시 치료비 지원 연계

[관내 검진의료기관 현황]
<IMAGE>
검진의료기관현황
https://chatbot1.blob.core.windows.net/%24web/165.png
담당 부서 : 건강증진과 방문보건팀 이원희 041-930-5972

[의료급여수급자 건강검진]
-기간 : 연중
-대상 : 의료급여 수급권자 만 19세 ~ 만 64세 의료급여수급권자
-검사항목: 문진표 작성 및 신체계측, 임상검사, 의사진찰 등
-검진기관 : 관내 보령아산병원 등 15개 기관, 보건소, 타 지역 검진기관
-담당부서 : 건강증진과 방문보건팀 이원희 041-930-5972   ​​​​

[의료급여 생애전환기검진]
-기간 : 연중
-대상 : 의료급여수급권자 만 66세 이상 의료급여수급권자
-검사 항목: 문진표 작성 및 신체계측, 임상검사, 의사진찰 등 => 의료급여 수급자 중 암 진단 확진시 암 치료비 지원 연계
-검진 기관 : 관내 보령아산병원 등 15개 기관, 타 지역 검진기관
-담당 부서 : 건강증진과 방문보건팀 이원희 041-930-5972",brcn.go.kr/health/sub02_02_03.do,o
복지/보건,보건소,검진,방역소독,보령시보건소 방역소독에 대해서 알려주세요,"보령시보건소 방역소독 방법은 뭐가 있나요?
보령시보건소 방역소독 담당부서 알려주세요","[방역소독]
<IMAGE>
방역소독
https://chatbot1.blob.core.windows.net/%24web/166.png
담당 부서 : 보건행정과 감염병관리팀 김현지 041-930-5922",https://www.brcn.go.kr/health/sub02_02_04.do,
복지/보건,보건소,검진,무료AIDS 검사,보령시보건소 무료AIDS 검사에 대해 알려주세요,"보령시보건소 무료AIDS 검사 기간은 언제인가요?
보령시보건소 무료AIDS 검사 대상은요?
보령시보건소 무료AIDS 검사 장소는?
보령시보건소 무료AIDS 검사방법은?","[무료 AIDS 검사]
-기간: 연중
-대상: 검사 희망자
-장소: 보건소 건강상담실 ->임상검사실
-검진방법: 혈액검사
-검사시기: 감염의심 행동 후 '12주 후'
-담당 부서: 보건행정과 감염병관리팀  이서현 041-930-5923

[에이즈 예방을 위한 3가지 약속]
-올바른 콘돔사용
-조기검사
-안전한 성관계",https://www.brcn.go.kr/health/sub02_02_05.do,
복지/보건,보건소,검진,성매개 감염병 검진,보령시보건소 성매개 감염병 검진이 뭐에요?,"보령시보건소 성매개 감염병 검진 항목은 뭐에요?
","[성매개감염병 및 후천성면역결핍증 건강진단규칙]
<IMAGE>
건강진단규칙
https://chatbot1.blob.core.windows.net/%24web/168.png

-검진희망자 성매개감염병 검진은 무료입니다.
-검진항목 : HIV, 매독 ※ 임질, 클라미디아 검사는 여성만 가능
-담당 부서 : 보건행정과 감염병관리팀 이서현 041-930-5923",https://www.brcn.go.kr/health/sub02_02_06.do,
복지/보건,보건소,관리,정신건강복지센터,보령시보건소 정신건강복지센터 프로그램은 어떤게 있나요?,"보령시보건소 정신건강증진사업 프로그램 알려줘
보령시 보건소 주간재활 그로그램운영에 대해 알려줘","[주간재활프로그램 운영]
-성인 주간재활프로그램
운 영 기 간 : 2021. 3. ~ 12.
운 영 일 시 : 매주 수․목․금요일 10:30~14:30
장        소 : 보건소 정신건강복지센터
대        상 : 중증정신질환 진단자(첨부 참조) 중 희망자
※ GAF및 BPRS 평가시 기준점수 이상인 자

-우울증환자 재활프로그램
운 영 기 간 : 년 2기 운영(상·하반기)
대        상 : 65세 이상 우울증 확진자 20명
장        소 : 보건소 정신건강복지센터
방        법 : 주 1회 재활프로그램운영(매주 월요일)

-아동청소년 집단프로그램
운 영 기 간 : 연중
대        상 : 고위험군(한부모·조손가정·다문화가정 등)
장        소 : 보건소 정신건강복지센터
운 영 방 법 : 매주 금요일 16:00~17:00 운영
프 로 그 램 : 미술심리치료프로그램

-직업재활 운영 지원
운 영 기 간 : 연중
대        상 : 등록회원 중 희망
우 선 순 위
주기적인 GAF 및 BPRS 평가시 기준점수 이상인자
보건소 프로그램 및 직업재활에 적극적인 자
운 영 방 법 : 전문기관 연계지원

-가족 자조모임
운 영 기 간 : 연 4회(분기별 1회)
대        상 : 등록환자 및 가족
방        법 : 가족자치모임 및 내·외부 전문강사 활용
내        용
정신질환에 대한 이해 및 가족 내 의사소통 기술 습득
정신건강 정보 상호교환 및 갈등 극복사례 공유

[정신건강증진사업]
-지역주민 정신건강교육
기          간 : 연중
대          상 : 지역주민, 정신질환자 및 가족
방          법 : 각종 보건교육 활용
내          용 : 스트레스 및 정신건강관리 교육

-자원봉사자 교육
기          간 : 연 2회
대          상 : 중고등학생 자원봉사자, 자활후견인센터 자원봉사자 등
방          법 : 정신건강사업 소개, 주요 정신질환의 특성과 증상, 자원봉사자의 역할 등
내          용 : 자문의, 외래 전문강사 등

-일반상담
기          간 : 연중
대          상 : 만 19세 이상 지역주민(질환자 및 가족 등)
방법 및 내용
지속 상담을 통한 연계처리
사정평가 도구를 활용한 전화 및 방문, 내소상담 등
응급상황 시 CTRS실시로 응급상황체계로 전환⇨응급개입
1차 사정평가 도구 : BDI, BAI, EPDS, GDS 15, ESI 등
2차 사정평가 도구 : CTRS 실시

-직장인 정신건강사업
기        간 : 연중
대        상 : 소방서, 경찰서, 공무원 및 지역 내 사업체 근로자 등
추 진 방 법
사전검사 및 근무시간 고려한 맞춤식 프로그램 운영
내부 직원 및 전문 강사 의뢰 정신건강교육
내        용
사전·사후 검사: 우울증선별검사,스트레스검사, 마음건강척도 등
고위험군 사례관리 및 상담지원(9988!!정신건강상담) 연계
정신건강관리 프로그램 운영

-중독사업(알코올 및 인터넷·스마트폰 중독예방)
기        간 : 연중
대        상 : 관내 유치부·초·중·고등학생
추 진 방 법
중독쳬해에 대한 인식개선을 위한 교육 및 캠페인
취약계층 대상 중독 문제 개입 및 정신건강 지원
중독예방 선별검사 체계구축
내        용
생애주기별 맞춤형 스마트폰 중독예방교육
AUDIT(알코올사용장애검사), KAPPI(청소년문제성음주선별검사)
검사 결과 고위험군 상담 및 치료 연계
읍·면·동 및 사회복지기관 의뢰 및 연계 예방교육, 치료 개입",https://www.brcn.go.kr/health/sub02_03_01.do,
복지/보건,보건소,관리,영유아/아동 건강관리,보령시보건소 영유아/아동 건강관리는 어떤것이 있나요,"보령시 영유아 검진기관 알려주세요
보령시 영유아 검진항목 알려주세요
보령시 영유아 검진 지원절차 알려주세요","[영유아 건강검진]
-대         상 : 만 6세 미만 영 · 유아
※대상자는 국민건강보험공단에서 사전 안내 및 발송
-검 진 기 관 : 소아청소년과 의원 3개소, 관내치과
<IMAGE>
영유아건강검진
https://chatbot1.blob.core.windows.net/%24web/170-1.png

검진기관명
1. 명소아청소년과의원   041-936-7360
2. 문웅영 소아청소년과의원  041-933-5553
3. 허준 소아청소년과의원  041-936-7512

- 검진비 : 무료
- 치과검진 : 관내 치과 의료기관

[검 진 항 목]
<IMAGE>
검진항목
https://chatbot1.blob.core.windows.net/%24web/170-2.png

[지 원 절 차]
<IMAGE>
지원절차
http://www.brcn.go.kr/images/specific/health/sub3/sub03_02_10_img_02.gif

[발달장애 정밀 진단비 지원]
-대         상 : 검진대상자 중 의료급여수급자와 건강보험료 하위50%이하 인자로 영유아 건강검진(발달평가)결과“심화평가 권고”로 통보된 대상
-지 원 금 액 : 의료수급원자 최대 40만원, 건강보험 최대 20만
-구 비 서 류 : 건강검진 진단결과 통보서, 진료비 영수증, 통장사본, 건강보험증 사본, 건강보험 납부확인서,진료 세부내역서
-문         의 : 건강증진과 모자보건팀 이연일 041-930-5954",https://www.brcn.go.kr/health/sub02_03_02.do,
복지/보건,보건소,관리,임산부 건강관리,보령시 보건소 임산부건강관리 프로그램 알려주세요,"보령시보건소 임산부 건강관리의 날 운영에 대해 알려주세요
보령시보건소 임산부 출산준비교실 운영에 대해 알려주세요","[건강관리의 날 운영]
일시: 매주 수요일 실시 (09:00 ~ 18:00)
         매월 넷째주 토요일 (09:00 ~ 12:00 직장여성의 날 운영)
장소 : 보건소 임산부 관리실
대상 : 가임기 여성 및 임산부 (보령시 주소를 둔 임산부)
내용
-가입기 여성 건강검진 및 엽산제 지원
-임신부 등록 및 기초검사(체중, 혈압, 당·단백뇨 등)
-임신부 영양제 및 출산용품 지원(엽산제, 철분제, 출산용품)
-의뢰서 발급(임부초음파, 태아기형아 검사, 신생아 청각검사)
-임산부 안전벨트 지원(20주 이후)
-유축기 대여

[출산준비교실 운영]
기     간 : 3, 6 ,9, 11월 (분기별 1회/ 회별 5차 시)
장     소 : 보건소 회의실 2층
대     상 : 20주 이상 임산부 및 예비아빠
내     용
-임신과 출산 자연분만법 등 단계별 교육
-모유수유의 성공적 준비 등
-부부가 함께하는 출산준비 교육

[관련부서]
건강증진과 모자보건팀 최나영 041-930-6862",,
복지/보건,보건소,관리,고혈압/당뇨 관리,보령시보건소 고혈압/당뇨 관리 프로그램 알려주세요,"보령시보건소 혈압관리 프로그램 알려주세요
보령시 보건소 당뇨관리 프로그램 알려주세요
보령시보건소 건강상담실에 대해 알려주세요","[건강상담실 상시 운영]
기간: 연중
대상: 고혈압, 당뇨병, 고지혈증 환자 및 가족, 지역주민 등
장소: 보건소 건강증진과 방문진료담당 (2층)
내용
-혈압, 혈당, 콜레스테롤
-개인별 보건교육 및 건강상담
-당화혈색소 검사 (당뇨환자)
-고혈압, 당뇨환자 합병증 검진 의뢰
-미세단백뇨 검사 (신장질환 합병증 검사)
-건강관리수첩 및 리플릿, 책자 등 유익한 건강정보 제공

[담당 부서]
건강증진과 방문보건팀 신하은 041-930-5973",https://www.brcn.go.kr/health/sub02_03_04.do,
복지/보건,보건소,원격영상진료,원격영상진료,보령시 원격영상진료에 대해 알려줘,"보령시 원격영상진료에 대해 설명해줘
보령시 원격영상진료 도움이 되는 환자는?
보령시 원격영상진료가 좋은점이 뭔가요?","[원격영상진료]
<IMAGE>
원격영상진료
https://www.brcn.go.kr/images/specific/health/sub2/treat_img01.jpg

[원격영상진료가 도움이 되는 환자]
-만성질환자
진료소에서 주기적으로 고혈압, 당뇨 약을 처방받는 환자
-재진환자
협진 의료기관에서 진료를 받은 후 정기적 투약 및 진료상담이 필요한 환자
※ 의사의 직접적인 진료 (타진, 촉진 등)가 필요한 환자 제외

[원격영상진료가 좋은 점 : 우리동네 보건기관에서 의사 진료 처방 약수령까지]
-시간 절감
멀리 있는 병원까지 오고 가는 시간 절감
가까운 보건기관에서 미리 예약을 하고 정해진 시간에 진료를 받을 수 있으므로 내 순서까지 기다리는 시간 절감
-경비 절감
버스나 선박을 이용하는 비용 절감
섬에서 육지를 경유하여 원거리의 병원을 가는 경우 숙박비 절감",https://www.brcn.go.kr/health/sub02_04_01.do,
복지/보건,보건소,원격영상진료,진료기관,보령시 원격진료 진료기관 알려줘,"보령시보건소 원격영상진료 찾아오는 길 알려줘
보령시진료소 원격영상진료 하는 곳 알려줘","[원격영상진료기관]
<IMAGE>
원격영상진료기관
https://chatbot1.blob.core.windows.net/%24web/174.png",https://www.brcn.go.kr/health/sub02_04_02.do,
복지/보건,보건소,보건소 사업 안내,금연 사업,보령시보건소 금연사업에 대해 알고싶어요,"보령시보건소 금연클리닉 운영안내 알려줘
지역사회 중심 금연환경 조성에 대해 알려줘
전면금연 공중이용시설의 종류를 알려줘
","[금연클리닉 운영 안내]
기 간 : 연중 (월 ~ 금) 09:00 ~ 18:00
장 소 : 보건소 2층 금연클리닉실
대 상 : 금연을 원하는 흡연자
내 용
1:1 금연상담, 일산화탄소측정
금연보조제 지원, 금연성공자 기념품 제공 등
문 의 : 건강증진과 금연 클리닉실 김수진, 이유희 041-930-5970

[우리 시 조례에 의한 금연구역]
<IMAGE>
금연구역
https://chatbot1.blob.core.windows.net/%24web/175-1.png

[전면금연 공중이용시설]
<IMAGE>
전면금연 공중이용시설
https://chatbot1.blob.core.windows.net/%24web/175-2.png

[공동주택 금연구역]
<IMAGE>
공동주택 금연구역
https://chatbot1.blob.core.windows.net/%24web/175-3.png

[금연관련 법령이행 지도점검]
기          간 : 연중
점 검 대 상 : 공중이용시설 및 우리시 지정 금연구역
점 검 내 용 : 금연시설 법령이행 점검 및 흡연자 단속
문          의 : 건강증진과 건강증진팀 이수현 041-930-5964",https://www.brcn.go.kr/health/sub03_01_01.do,
