대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL),
,,,,교육문화사업_어르신 여가·문화사업,어르신 여가·문화사업 종류 알려줘,"어르신 여가 문화사업 이용방법 알려줘
어르신 여가 문화사업 프로그램
어르신 여가 프로그램 알려줘
어르신 문화사업 ","[어르신 여가 문화사업]
-대상 : 보령시에 주민등록이 되어 있는 만65세 이상 어르신
-학습지도 : 1~3개월 과정
-이용료 : 월 1만원 (무료 대상자 : 만65세 이상, 만 18세 이하 청소년, 다자녀 가정의 부모 및 자녀, 자원봉사자우수회원)

[접수방법]
-방문접수 : 종합복지관팀(041-930-3393, 041-930-3397)

[프로그램]


<IMAGE>
프로그램 내용
https://chatbot1.blob.core.windows.net/%24web/98.png
",https://www.brcn.go.kr/brwelfare/sub02_02_03.do,
,,,,자활지원사업_기능교육,자활지원사업_기능교육이 뭐에요?,"기능교육 이용방법 알려줘
기능교육 프로그램 알려줘
홈패션 교육 받으려면 어떻게해
인테리어 만들기 수업 알려줘
리폼 수업이 있다던데","[자활지원사업 기능교육]
-대상 : 보령시에 주민등록이 되어 있는 시민이면 누구나 신청가능
-학습지도 : 3개월 과정
-이용료 : 월 1만원 (무료 대상자 : 만65세 이상, 만 18세 이하 청소년, 다자녀 가정의 부모 및 자녀, 자원봉사자우수회원)

[신청방법]
-방문접수 : 종합복지관팀(041-930-3393, 041-930-3397)

[프로그램]


<IMAGE>
프로그램 내용
https://chatbot1.blob.core.windows.net/%24web/99.png
",https://www.brcn.go.kr/brwelfare/sub02_04_01.do,
,,,,지역사회보호사업_밑반찬지원,지역사회보호사업_밑반찬지원에 대해 알려줘,"밑반찬지원 이용방법 알려줘
밑반찬지원 내용 알려줘
반찬 지원 사업
저소득층 반찬 지원","[밑반찬지원]
-대상 : 저소득층 독거 어르신, 장애인 가정 등
-서비스내용 : 밑반찬지원
-이용절차 : 대상자 의뢰(읍·면·동사무소) > 선정 > 서비스제공
-사업 내용 : 매월2회 밑반찬 지원",https://www.brcn.go.kr/brwelfare/sub02_03_01.do,
,,,,지역사회보호사업_행복빨래방,지역사회보호사업_행복빨래방이 뭐에요,"행복빨래방 이용방법 알려줘
세탁 지원 사업 알려줘
빨래 수거 사업 알려줘","[행복빨래방]
-대상 : 세탁시설이 취약한 요보호대상자(어르신, 장애인 등)
-서비스내용 : 행복빨래방
-이용절차 : 대상자 의뢰(읍·면·동사무소) > 선정 > 서비스제공
-사업 내용 : 세탁물 수거 후 세탁 및 전달(연중시행)",https://www.brcn.go.kr/brwelfare/sub02_03_02.do,
,,,,지역사회보호사업_사랑의 가위손방,사랑의가위손방이 뭐에요?,"사랑의 가위손방에 대해서 알려줘
저소득층 컷트
어르신 염색 사업
중증장애인 미용 서비스","[사랑의 가위손방]
-대상 : 65세 이상 저소득층 어르신 및 중증 장애인
-서비스내용 : 사랑의 가위손방
-이용절차 : 대상자 의뢰(읍·면·동사무소) 및 희망자 > 서비스제공
-사업 내용 : 사랑의 가위손방 컷트, 염색등 이미용 서비스 (매월 둘째주 수요일) ",https://www.brcn.go.kr/brwelfare/sub02_03_03.do,
,,,,지역사회보호사업_명절음식 나누기,명절음식 나누기에 대해 알려줘,"명절음식 나누기가 뭐에요?
명절음식 나누기 이용방법 알려줘","[명절음식 나누기]
-대상 : 밑반찬 지원 대상가구
-서비스내용 : 명절음식 나누기
-이용절차 : 밑반찬 지원 대상가구 > 서비스제공
-사업 내용 : 명절음식 나누기 설, 추석 명절 음식 지원 ",https://www.brcn.go.kr/brwelfare/sub02_03_04.do,
,,,,지역사회보호사업_행복나들이,행복나들이가 뭐에요?,"행복나들이에 대해 알려줘
행복나들이 이용방법 알려줘
어르신 지역 명소 나들이 사업
어르신 유적지 나들이","[행복나들이]
-대상 : 65세 이상 저소득 어르신
-서비스내용 : 행복나들이
-이용절차 : 대상자 의뢰(읍·면·동사무소) >선정 > 서비스제공
-사업내용 : 행복나들이 지역 명소ㆍ 유적지 등 나들이(연 1회) ",https://www.brcn.go.kr/kor/sub05_04_08_02.do,
,,,,특화사업_사랑나눔 김치은행,사랑나눔 김치은행 이용방법 알려줘?,"사랑나눔 김치은행이 뭐에요?
사랑나눔 김치은행에 대해 알려줘
독거 노인 김치 나눔
장애인 가정 김치 나눔
저소득층 김치 나눔
김치 기부","[사랑나눔 김치은행]
-대상 : 독거 어르신, 장애인 가정 및 저소득층
-운영기간 : 연중(김장 지원 3~11월)
-서비스내용 : 사랑나눔 김치은행(가구당 13㎏)
-시설규모 : 저온창고(10㎡)
-이용절차 : 대상자 의뢰(읍·면·동 사무소) 〉선정 > 서비스 제공
-사업 내용 : 김치를 기부하시면 충남사회복지공동모금회를 통하여 기부금 영수증을 발급해 드립니다.",https://www.brcn.go.kr/kor/sub05_04_08_02.do,
,,드림스타트센터,드림스타트 소개,드림스타트 사업안내,드림스타트에 대해 알려주세요,"드림스타트가 뭐에요?
드림스타트 대상자 선정방법은?","[드림스타트]
-사업목적 : 취약계층 아동에게 맞춤형 통합서비스를 제공하여 아동의 건강한 성장과 발달을 도모하고 공평한 출발 기회를 보장함으로써 건강하고 행복한 사회구성원으로 성장할 수 있도록 지원
-법적근거 : 아동복지법 제37조, 아동복지법시행령 제37조
-서비스 대상 : 0세(임산부 포함) ~ 만 12세(초등학생 이하)로 아동의 성장 및 복지여건이 취약한 가정
※ 국민기초수급 및 차상위계층 가정, 결손가정, 성폭력피해아동, 한부모가정, 조손가정 우선 지원을 원칙으로 함

[대상자]
-선정방법 : 사업지역(시ㆍ군ㆍ구) 내 거주하는 해당 연령의 아동과 그 가족, 임산부를 대상으로 가정을 방문하여 '드림스타트 양육환경 및 아동발달 사정'을 통해 위기개입 / 집중사례관리 / 일반사례관리 아동을 선정
※ 수준별로 대상 아동에 대해 정기적으로 재사정을 실시하여 대상자 재선정",https://www.brcn.go.kr/kor/sub05_04_08_02.do,
,,,,드림스타트 사업안내_서비스내용,드림스타트 서비스 내용은 뭐에요?,드림스타트 서비스내용 알려줘,"[드림스타트 서비스 내용]


<IMAGE>
드림스타트 서비스내용
https://chatbot1.blob.core.windows.net/%24web/107.png
",https://www.brcn.go.kr/kor/sub05_04_08_02.do,
,,,,찾아오시는 길,드림스타트센터 주소 알려줘,드림스타트센터 가는길 알려줘,"[드림스타트 센터 주소]
<MAP>


(우)33438 충청남도 보령시 천변북길 121(보령시종합사회복지관 1층)
드림스타트센터 주소",https://www.brcn.go.kr/kor/sub05_04_08_02.do,
,,청소년지원센터,보령시청소년 교화연합회,이용방법,보령시청소년 교화연합회 이용방법 안내해주세요,"보령시 청소년 교화연합회 이용시간 알려줘
보령시 청소년 교화연합회 휴관일 알려줘","[보령시 청소년 교화 연합회]
-이용시간
평일 : 오전 10시 ~ 오후 9시 (3월~10월) / 오전 10시 ~ 오후 8시 (11월~2월)
토, 일요일 : 오전 10시 ~ 오후 6시
휴관일 : 월요일, 국가공휴일
※ 청소년 상담 전화의 경우 365일 24시간 이용 가능 (1388)
※ 청소년이 참여하는 모든 프로그램과 이용은 무료입니다.

[청소년 시설]
-청소년 문화의 집
-청소년 상담복지센터
-청소년 자원봉사센터
-청소년 유해환경 감시단",,
,,,청소년상담복지센터 꿈드림,이용안내,청소년 상담 복지센터 꿈드림 이용안내 해주세요,청소년 상담 복지센터 꿈드림이 뭐에요?,"[보령시 청소년 상담복지센터]
<IMAGE>
보령시 청소년 상담복시센터 꿈드림 설명
http://dongmuya.or.kr/img/cnt/cent/020101.jpg",,
,,,,이용방법,청소년 상담 복지센터 꿈드림 이용방법은 뭐에요?,청소년 상담 복지센터 꿈드림 이용방법 알려줘,"[보령시 청소년 상담복지센터 이용방법]
<IMAGE>
보령시 청소년 상담복시센터 꿈드림 이용 방법
http://dongmuya.or.kr/img/cnt/cent/020201.jpg",,
,,,청소년문화의집,이용안내,청소년 문화의 집 이용 시간 알고싶어요,"청소년 문화의집 이용시간은 언제에요?
청소년 문화의집 휴관일 알려주세요","[청소년문화의집]
<IMAGE>
청소년 문화의집 설명
http://dongmuya.or.kr/img/cnt/cult/030101.jpg",,
,,,,프로그램안내,청소년 문화의 집 프로그램 안내 해주세요,청소년 문화의 집 프로그램 뭐가있어요?,"[청소년문화의집 프로그램]
<IMAGE>
청소년 문화의집 프로그램 설명
http://dongmuya.or.kr/img/cnt/cult/030201.jpg",,
,,,청소년자원봉사센터,이용안내,청소년 자원봉사센터에 대해 알려줘,청소년 자원봉사센터 설명해줘,"[청소년 자원봉사센터]
<IMAGE>
청소년 자원봉사센터 설명
http://dongmuya.or.kr/img/cnt/volu/040101.jpg",,
,,,,프로그램안내,청소년 자원봉사센터 프로그램 안내해줘,청소년 자원봉사센터 주요활동내용은 뭐야?,"[청소년 자원봉사센터 주요 활동 내용]
<IMAGE>
청소년 자원봉사센터 활동 내용
http://dongmuya.or.kr/img/cnt/volu/040201.jpg","https://www.dreamstart.go.kr/bory/contents/sub01_01_03.asp
",
,,,청소년 유해환경 감시단,감시단안내,청소년 유해환경 감시단은 뭐에요?,청소년 유해환경 감시단 설명해줘,"[청소년 유해환경감시단]
<IMAGE>
청소년 유해환경 감시단
http://dongmuya.or.kr/img/cnt/envi/0501.jpg",,
,,,교육안내,고발창구,청소년 유해환경 신고하고 싶어요,청소년 유해환경 신고하려고 하는데,"[청소년 유해환경 신고]
<LINK>
청소년 유해환경 신고
http://dongmuya.or.kr/cnt/envi/envi050401.html
청소년 유해환경 신고 주소",,
,,보령시자원봉사센터,센터소개,조직도,보령시자원봉사센터 업무담당자 알고싶어요,보령시 자원봉사센터 업무담당자 알려줘 ,"[보령시 자원봉사센터 업무 담당자]


<IMAGE>
보령시 자원봉사센터 업무담당자
https://chatbot1.blob.core.windows.net/%24web/118.png
",,
,,,,찾아오시는 길,보령시 자원봉사 센터 주소 알려줘,"보령시 자원봉사센터 가는 길 알려줘
보령시 자원봉사센터 전화번호 알려줘","[자원봉사센터 주소 및 문의처]
-주소 : 충남 보령시 보령북로 75 (구주소 :보령시 대천동 168-2)

-문의처
041-933-1365
041-933-4365
bv1365@hanmail.net",,
,,,정보센터,할인가맹점,보령시 자원봉사센터 할인 가맹점 알려주세요,보령시 자원봉사센터 가맹점은 어디야?,"[보령시 자원봉사센터 할인 가맹점]
자원봉사자가 할인받을 수 있는 가맹점은 아래 URL에서 확인할 수 있습니다.
<LINK>
자원봉사센터 할인 가맹점
http://nanumboryeong.co.kr/?page_id=23
자원봉사센터 할인 가맹점",,
,,,,우수봉사자증발급,우수봉사자증 발급에 대해 알려주세요,"우수봉사자증이 뭐에요?
우수봉사자증 발급대상은?
우수봉사자증 발급방법은?
우수봉사자증 이용방법은?","[우수 자원봉사자증]
보령시자원봉사센터에서는 1365포털 시스템에 등록된 봉사자로 봉사활동 실적이 우수한 자원봉사자들에게  ‘충청남도 우수자원봉사자자증’ 발급하고 할인가맹점 이용 시 사용할 수 있습니다.

[발급대상 및 방법]
-사)보령시자원봉사센터 소속 봉사자로 누적 봉사 시간이 100시간 이상인 자원봉사자(1365자원봉사포털 기준)
-소속기관 단체에서 대상자 취합 신청 및 개인 신청(사진 지참 직접 방문)

[이용방법]
-충남 할인가맹점 이용 시 일정율 할인 적용됩니다.",,
,,,,수요처,수요처를 알고싶어요,"수요처는 어디인가요?
봉사할 수 있는 곳 알려줘
보령시내 봉사 수요 시설","[자원봉사 수요처]
자원봉사 수요처는 다음 URL에서 확인할 수 있습니다.
<LINK>
자원봉사 수요처
http://nanumboryeong.co.kr/?page_id=27
보령시 내 자원봉사 수요처 목록",,
,,,,자원봉사자 상해보험 안내,자원봉사자 상해보험에 대해 설명해줘,"자원봉사자 상해보험이 뭐에요?
자원봉사자 상해보험 가입방법은?
자원봉사자 상해보험 적용대상은?
봉사하다 다쳤을 때
자원봉사 보험","[자원봉사자 상해보험 안내]
-가입목적 : 자원봉사활동 중 발생할 수 있는 각종 손해 및 사고로부터 자원봉사자를 보호하기 위함
-가입방법 ; 지자체 및 센터를 통해 보령시 소속 봉사자 일괄 가입

[보험적용대상]
-1365자원봉사포털(1365.go.kr) 가입자 중 보령시 소속 봉사자
-1365자원봉사 포털 가입 후 봉사활동 실적 1회 이상 등록된 경우
-1365자원봉사 포털에서 보험 가입을 위한정보제공 및 활용 동의한 봉사자
* 1365포털 로그인 후 회원정보관리에서 소속 센터 및 동의 여부 확인 가능

[적용내용]
-자원봉사 상해보험은 자원봉사 활동을 하는 동안 발생할 수 있는 상해에 대한 보험을 뜻하며 이는 아래의 경우에 해당합니다.
 – 정규활동 : 실제 자원봉사 활동
 – 특별활동 : 자원봉사 활성화 및 자원봉사 준비를 위한 전반적인 활동(연수 및 워크숍 교육 등)
 – 자원봉사활동 시작 전 또는 종료 후 활동장소에 있는 동안
 – 자원봉사활동을 위한 활동 장소와 피보험자(보험대상자)의 주소지와 통상적인 경로 통행 중",,
